Security Code,Issuer Name,SYMBOL,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
533110.BO.BO.BO,Shree Precoated Steels Limited,SPSL.BO,SHREE PRECOATED STEELS LTD.,Active,XT,10.0,INE318K01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
533121.BO.BO.BO,EXPLEO SOLUTIONS LIMITED,EXPLEOSOL.BO,Expleo Solutions Ltd,Active,B ,10.0,INE201K01015,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
533122.BO.BO.BO,RattanIndia Power Limited,RTNPOWER.BO,RattanIndia Power Limited,Active,A ,10.0,INE399K01017,Integrated Power Utilities,Equity,Utilities,Power,Power,Integrated Power Utilities
533137.BO.BO.BO,DEN Networks Limited,DEN.BO,Den Networks Ltd,Active,B ,10.0,INE947J01015,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
533138.BO.BO.BO,ASTEC LIFESCIENCES LIMITED,ASTEC.BO,ASTEC LIFESCIENCES LIMITED,Active,B ,10.0,INE563J01010,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
533146.BO.BO.BO,D-Link (India) Ltd,DLINKINDIA.BO,D-Link (India) Ltd,Active,B ,2.0,INE250K01012,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
533148.BO.BO.BO,JSW Energy Limited,JSWENERGY.BO,JSW Energy Ltd,Active,A ,10.0,INE121E01018,Power Generation,Equity,Utilities,Power,Power,Power Generation
533149.BO.BO.BO,Yunik Managing Advisors Limited,YUNIKM.BO,Yunik Managing Advisors Ltd,Active,XT,10.0,INE143K01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
533150.BO.BO.BO,Godrej Properties Limited,GODREJPROP.BO,Godrej Properties Ltd,Active,A ,5.0,INE484J01027,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
533151.BO.BO.BO,D.B.Corp Limited,DBCORP.BO,D B Corp Ltd,Active,B ,10.0,INE950I01011,Print Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media
533152.BO.BO.BO,MBL Infrastructure Ltd,MBLINFRA.BO,MBL Infrastructure Ltd,Active,B ,10.0,INE912H01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533155.BO.BO.BO,Jubilant Foodworks Limited,JUBLFOOD.BO,Jubilant FoodWorks Ltd,Active,A ,2.0,INE797F01020,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
533156.BO.BO.BO,Vascon Engineers Limited,VASCONEQ.BO,Vascon Engineers Ltd,Active,A ,10.0,INE893I01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533158.BO.BO.BO,Thangamayil Jewellery Limited,THANGAMAYL.BO,Thangamayil Jewellery Ltd,Active,B ,10.0,INE085J01014,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
533160.BO.BO.BO,VALOR ESTATE LIMITED,DBREALTY.BO,Valor Estate Ltd,Active,A ,10.0,INE879I01012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
533161.BO.BO.BO,Emmbi Industries Limited,EMMBI.BO,Emmbi Industries Ltd,Active,B ,10.0,INE753K01015,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
533162.BO.BO.BO,Hathway Cable & Datacom Limited,HATHWAY.BO,Hathway Cable & Datacom Ltd,Active,A ,2.0,INE982F01036,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
533163.BO.BO.BO,ARSS Infrastructure Projects Limited,ARSSINFRA.BO,ARSS INFRASTRUCTURE PROJECTS LTD.,Active,T ,10.0,INE267I01010,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533164.BO.BO.BO,Texmo Pipes and Products Limited,TEXMOPIPES.BO,TEXMO PIPES & PRODUCTS LTD.,Active,B ,10.0,INE141K01013,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
533166.BO.BO.BO,Sundaram Multi Pap Ltd.,SUNDARAM.BO,SUNDARAM MULTI PAP LTD.,Active,B ,1.0,INE108E01023,Stationary,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary
533168.BO.BO.BO,Rossell India Limited,ROSSELLIND.BO,ROSSELL INDIA LTD.,Active,T ,2.0,INE847C01020,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
533169.BO.BO.BO,MAN INFRACONSTRUCTION LIMITED,MANINFRA.BO,MAN INFRACONSTRUCTION LTD.,Active,A ,2.0,INE949H01023,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533170.BO.BO.BO,TAMBOLI INDUSTRIES LIMITED,TAMBOLIIN.BO,Tamboli Industries Ltd,Active,X ,10.0,INE864J01012,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
533177.BO.BO.BO,IL&FS Transportation Networks Limited,IL&FSTRANS.BO,IL&FS Transportation Networks Ltd,Active,Z ,10.0,INE975G01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533179.BO.BO.BO,Persistent Systems Limited,PERSISTENT.BO,PERSISTENT SYSTEMS LTD.,Active,A ,5.0,INE262H01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
533181.BO.BO.BO,Intrasoft Technologies Limited,ISFT.BO,INTRASOFT TECHNOLOGIES LTD.,Active,B ,10.0,INE566K01011,E-Retail/ E-Commerce,Equity,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
533192.BO.BO.BO,K C P SUGAR AND INDUSTRIES CORPORATION LTD.,KCPSUGIND.BO,KCP SUGAR & INDUSTRIES CORPORATION LTD.,Active,B ,1.0,INE790B01024,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
533193.BO.BO.BO,KIRLOSKAR ELECTRIC COMPANY LTD.,KECL.BO,Kirloskar Electric Company Ltd,Active,B ,10.0,INE134B01017,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
533202.BO.BO.BO,SATCHMO HOLDINGS LIMITED,SATCH.BO,Satchmo Holdings Ltd,Active,X ,10.0,INE639K01016,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
533203.BO.BO.BO,TARAPUR TRANSFORMERS LIMITED,TARAPUR.BO,Tarapur Transformers Ltd,Active,T ,10.0,INE747K01017,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
533206.BO.BO.BO,SJVN LIMITED,SJVN.BO,SJVN Ltd,Active,A ,10.0,INE002L01015,Power Generation,Equity,Utilities,Power,Power,Power Generation
533208.BO.BO.BO,Emami Paper Mills Ltd.,EMAMIPAP.BO,EMAMI PAPER MILLS LTD.,Active,B ,2.0,INE830C01026,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
533210.BO.BO.BO,Kriti Nutrients Ltd,KRITINUT.BO,Kriti Nutrients Ltd,Active,B ,1.0,INE798K01010,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
533212.BO.BO.BO,GKB Ophthalmics Ltd.,GKB.BO,GKB OPHTHALMICS LTD.,Active,X ,10.0,INE265D01015,Medical Equipment & Supplies,Equity,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
533217.BO.BO.BO,Hindustan Media Ventures Limited,HMVL.BO,HINDUSTAN MEDIA VENTURES LTD.,Active,B ,10.0,INE871K01015,Print Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media
533227.BO.BO.BO,Asian Hotels (East) Limited,AHLEAST.BO,ASIAN HOTELS (EAST) LTD.,Active,B ,10.0,INE926K01017,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
533229.BO.BO.BO,BAJAJ CONSUMER CARE LIMITED,BAJAJCON.BO,Bajaj Consumer Care Ltd,Active,A ,1.0,INE933K01021,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
533239.BO.BO.BO,Prakash Steelage Limited,PRAKASHSTL.BO,PRAKASH STEELAGE LTD.,Active,B ,1.0,INE696K01024,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
533248.BO.BO.BO,Gujarat Pipavav Port Limited,GPPL.BO,GUJARAT PIPAVAV PORT LTD.,Active,A ,10.0,INE517F01014,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services
533252.BO.BO.BO,Welspun Investments and Commercials Ltd.,WELINV.BO,WELSPUN INVESTMENTS AND COMMERCIALS LTD.,Active,B ,10.0,INE389K01018,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
533259.BO.BO.BO,Sastasundar Ventures Limited,SASTASUNDR.BO,Sastasundar Ventures Ltd,Active,B ,10.0,INE019J01013,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
533260.BO.BO.BO,Career Point Limited,CAREERP.BO,CAREER POINT LTD.,Active,B ,10.0,INE521J01018,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
533262.BO.BO.BO,Ramky Infrastructure Limited,RAMKY.BO,RAMKY INFRASTRUCTURE LTD.,Active,A ,10.0,INE874I01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533263.BO.BO.BO,Orient Green Power Company Limited,GREENPOWER.BO,ORIENT GREEN POWER COMPANY LTD.,Active,B ,10.0,INE999K01014,Power Generation,Equity,Utilities,Power,Power,Power Generation
533267.BO.BO.BO,CANTABIL RETAIL INDIA LIMITED,CANTABIL.BO,CANTABIL RETAIL INDIA LTD.,Active,B ,2.0,INE068L01024,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
533268.BO.BO.BO,SEA TV Network Limited,SEATV.BO,SEA TV NETWORK LTD.,Active,X ,10.0,INE351L01016,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
533269.BO.BO.BO,VA Tech Wabag Limited,WABAG.BO,VA TECH WABAG LTD.,Active,A ,2.0,INE956G01038,Water Supply & Management,Equity,Utilities,Utilities,Other Utilities,Water Supply & Management
533270.BO.BO.BO,Bedmutha Industries Limited,BEDMUTHA.BO,BEDMUTHA INDUSTRIES LTD.,Active,B ,10.0,INE844K01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
533271.BO.BO.BO,Ashoka Buildcon Limited,ASHOKA.BO,ASHOKA BUILDCON LTD.,Active,A ,5.0,INE442H01029,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533272.BO.BO.BO,JUPITER WAGONS LIMITED,JWL.BO,Jupiter Wagons Ltd,Active,A ,10.0,INE209L01016,Railway Wagons,Equity,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons
533273.BO.BO.BO,OBEROI REALTY LIMITED,OBEROIRLTY.BO,OBEROI REALTY LTD.,Active,A ,10.0,INE093I01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
533274.BO.BO.BO,Prestige Estates Projects Limited,PRESTIGE.BO,PRESTIGE ESTATES PROJECTS LTD.,Active,A ,10.0,INE811K01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
533275.BO.BO.BO,SHAH METACORP LIMITED,SHAH.BO,Shah Metacorp Ltd,Active,B ,1.0,INE482J01021,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
533278.BO.BO.BO,Coal India Limited,COALINDIA.BO,COAL INDIA LTD.,Active,A ,10.0,INE522F01014,Coal,Equity,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal
533282.BO.BO.BO,GRAVITA INDIA LIMITED,GRAVITA.BO,GRAVITA INDIA LTD.,Active,A ,2.0,INE024L01027,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
533284.BO.BO.BO,RPP INFRA PROJECTS LIMITED,RPPINFRA.BO,RPP INFRA PROJECTS LTD.,Active,T ,10.0,INE324L01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533285.BO.BO.BO,RDB Realty & Infrastructure Limited,RDBRIL.BO,RDB REALTY & INFRASTRUCTURE LTD.,Active,XT,10.0,INE245L01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
533286.BO.BO.BO,MOIL Limited,MOIL.BO,MOIL LTD.,Active,A ,10.0,INE490G01020,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
533287.BO.BO.BO,ZEE LEARN LIMITED,ZEELEARN.BO,ZEE LEARN LTD.,Active,B ,1.0,INE565L01011,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
533289.BO.BO.BO,Kesar Terminals & Infrastructure Limited,KTIL.BO,KESAR TERMINALS & INFRASTRUCTURE LTD.,Active,X ,5.0,INE096L01025,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
533292.BO.BO.BO,A2Z Infra Engineering Limited,A2ZINFRA.BO,A2Z Infra Engineering Limited,Active,T ,10.0,INE619I01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533293.BO.BO.BO,Kirloskar Oil Engines Limited,KIRLOSENG.BO,KIRLOSKAR OIL ENGINES LTD.,Active,A ,2.0,INE146L01010,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
533294.BO.BO.BO,Ravi Kumar Distilleries Limited,RKDL.BO,RAVI KUMAR DISTILLERIES LTD.,Active,T ,10.0,INE722J01012,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
533295.BO.BO.BO,PUNJAB & SIND BANK,PSB.BO,PUNJAB & SIND BANK,Active,B ,10.0,INE608A01012,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
533296.BO.BO.BO,Future Market Networks Limited,FMNL.BO,FUTURE MARKET NETWORKS LTD.,Active,T ,10.0,INE360L01017,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
533298.BO.BO.BO,Surana Solar Limited,SURANASOL.BO,Surana Solar Limited,Active,T ,5.0,INE272L01022,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
533301.BO.BO.BO,SHEKHAWATI INDUSTRIES LIMITED,SHEKHAWATI.BO,Shekhawati Industries Ltd,Active,T ,10.0,INE268L01046,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
533302.BO.BO.BO,Kalyani Investment Company Limited,KICL.BO,KALYANI INVESTMENT COMPANY LTD.,Active,B ,10.0,INE029L01018,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
533303.BO.BO.BO,BF Investment Limited,BFINVEST.BO,BF INVESTMENT LTD.,Active,B ,5.0,INE878K01010,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
533306.BO.BO.BO,SUMMIT SECURITIES LTD.,SUMMITSEC.BO,SUMMIT SECURITIES LTD.,Active,B ,10.0,INE519C01017,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
533315.BO.BO.BO,Innovassynth Investments Limited,INOVSYNTH.BO,INNOVASSYNTH INVESTMENTS LTD.,Active,XT,10.0,INE690J01011,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
533316.BO.BO.BO,STEL Holdings Limited,STEL.BO,STEL Holdings Ltd,Active,B ,10.0,INE577L01016,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
533317.BO.BO.BO,OMKAR SPECIALITY CHEMICALS LIMITED,OMKARCHEM.BO,OMKAR SPECIALITY CHEMICALS LTD.,Active,Z ,10.0,INE474L01016,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
533326.BO.BO.BO,Texmaco Rail & Engineering Limited,TEXRAIL.BO,TEXMACO RAIL & ENGINEERING LTD.,Active,A ,1.0,INE621L01012,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
533329.BO.BO.BO,Indian Terrain Fashions Limited,INDTERRAIN.BO,INDIAN TERRAIN FASHIONS LTD.,Active,B ,2.0,INE611L01021,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
533333.BO.BO.BO,Fineotex Chemical Limited,FCL.BO,FINEOTEX CHEMICAL LTD.,Active,A ,2.0,INE045J01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
533336.BO.BO.BO,Dhunseri Investments Ltd,DHUNINV.BO,DHUNSERI INVESTMENTS LTD.,Active,B ,10.0,INE320L01011,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
533339.BO.BO.BO,Zen Technologies Ltd.,ZENTEC.BO,ZEN TECHNOLOGIES LTD.,Active,A ,1.0,INE251B01027,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
533343.BO.BO.BO,Lovable Lingerie Limited,LOVABLE.BO,LOVABLE LINGERIE LTD.,Active,B ,10.0,INE597L01014,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
533344.BO.BO.BO,PTC India Financial Services Limited,PFS.BO,PTC INDIA FINANCIAL SERVICES LTD.,Active,B ,10.0,INE560K01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
533398.BO.BO.BO,MUTHOOT FINANCE LIMITED,MUTHOOTFIN.BO,MUTHOOT FINANCE LTD.,Active,A ,10.0,INE414G01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
533407.BO.BO.BO,CIL Nova Petrochemicals Limited,CNOVAPETRO.BO,CIL NOVA PETROCHEMICALS LTD.,Active,XT,10.0,INE672K01025,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
533427.BO.BO.BO,VMS INDUSTRIES LIMITED,VMS.BO,VMS INDUSTRIES LTD.,Active,X ,10.0,INE932K01015,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services
533451.BO.BO.BO,Karma Energy Limited,KARMAENG.BO,KARMA ENERGY LTD.,Active,B ,10.0,INE725L01011,Power Generation,Equity,Utilities,Power,Power,Power Generation
533452.BO.BO.BO,DELPHI WORLD MONEY LIMITED,DELPHIFX.BO,Delphi World Money Ltd,Active,T ,10.0,INE726L01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
533470.BO.BO.BO,Rushil Decor Limited,RUSHIL.BO,RUSHIL DECOR LTD.,Active,B ,1.0,INE573K01025,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
533477.BO.BO.BO,Enkei wheels (India) Limited,ENKEIWHEL.BO,ENKEI WHEELS (INDIA) LTD.,Active,B ,5.0,INE130L01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
533482.BO.BO.BO,Kridhan Infra Limited,KRIDHANINF.BO,Kridhan Infra Limited,Active,T ,2.0,INE524L01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533506.BO.BO.BO,INVENTURE GROWTH & SECURITIES LIMITED,INVENTURE.BO,INVENTURE GROWTH & SECURITIES LTD.,Active,B ,1.0,INE878H01024,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
533519.BO.BO.BO,L&T Finance Limited,LTF.BO,L&T Finance Ltd,Active,A ,10.0,INE498L01015,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
533540.BO.BO.BO,Tree House Education & Accessories Limited,TREEHOUSE.BO,TREE HOUSE EDUCATION & ACCESSORIES LTD.,Active,T ,10.0,INE040M01013,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
533543.BO.BO.BO,BROOKS LABORATORIES LIMITED,BROOKS.BO,BROOKS LABORATORIES LTD.,Active,T ,10.0,INE650L01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
533552.BO.BO.BO,RUPA & COMPANY LIMITED,RUPA.BO,RUPA & COMPANY LTD.,Active,B ,1.0,INE895B01021,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
533553.BO.BO.BO,TD Power Systems Ltd,TDPOWERSYS.BO,T D POWER SYSTEMS LTD.,Active,A ,2.0,INE419M01027,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
533573.BO.BO.BO,ALEMBIC PHARMACEUTICALS LIMITED,APLLTD.BO,ALEMBIC PHARMACEUTICALS LTD.,Active,A ,2.0,INE901L01018,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
533576.BO.BO.BO,Vaswani Industries Limited,VASWANI.BO,VASWANI INDUSTRIES LTD.,Active,T ,10.0,INE590L01019,Sponge Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron
533581.BO.BO.BO,PG Electroplast Limited,PGEL.BO,PG ELECTROPLAST LTD.,Active,A ,1.0,INE457L01029,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
533602.BO.BO.BO,Lesha Industries Limited,LESHAIND.BO,LESHA INDUSTRIES LTD.,Active,XT,1.0,INE050L01048,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
533605.BO.BO.BO,SETUBANDHAN INFRASTRUCTURE LIMITED,SETUINFRA.BO,Setubandhan Infrastructure Ltd,Active,Z ,1.0,INE023M01027,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
533608.BO.BO.BO,RDB Rasayans Limited,RDBRL.BO,RDB RASAYANS LTD.,Active,X ,10.0,INE123M01017,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
533629.BO.BO.BO,TIJARIA POLYPIPES LIMITED,TIJARIA.BO,TIJARIA POLYPIPES LTD.,Active,T ,10.0,INE440L01017,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
533632.BO.BO.BO,Onelife Capital Advisors Ltd,ONELIFECAP.BO,ONELIFE CAPITAL ADVISORS LTD.,Active,B ,10.0,INE912L01015,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
