SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
BLACKBUCK.NS,Zinka Logistics Solutions Limited,EQ,22-NOV-2024,1,1,INE0UIZ01018,1
BLAL.NS,BEML Land Assets Limited,EQ,19-APR-2023,10,1,INE0N7W01012,10
BLBLIMITED.NS,BLB Limited,EQ,31-MAY-2000,1,1,INE791A01024,1
BLISSGVS.NS,Bliss GVS Pharma Limited,EQ,26-JUL-2010,1,1,INE416D01022,1
BLKASHYAP.NS,B. L. Kashyap and Sons Limited,EQ,17-MAR-2006,1,1,INE350H01032,1
BLS.NS,BLS International Services Limited,EQ,14-JUN-2016,1,1,INE153T01027,1
BLSE.NS,BLS E-Services Limited,EQ,06-FEB-2024,10,1,INE0NLT01010,10
BLUECHIP.NS,Blue Chip India Limited,BE,12-MAR-1997,2,1,INE657B01025,2
BLUECOAST.NS,Blue Coast Hotels Limited,BE,16-FEB-2000,10,1,INE472B01011,10
BLUEDART.NS,Blue Dart Express Limited,EQ,12-DEC-2002,10,1,INE233B01017,10
BLUEJET.NS,Blue Jet Healthcare Limited,EQ,01-NOV-2023,2,1,INE0KBH01020,2
BLUESTARCO.NS,Blue Star Limited,EQ,15-JUN-2000,2,1,INE472A01039,2
BODALCHEM.NS,Bodal Chemicals Limited,EQ,22-AUG-2011,2,1,INE338D01028,2
BOMDYEING.NS,Bombay Dyeing & Mfg Company Limited,EQ,26-APR-1995,2,1,INE032A01023,2
BOROLTD.NS,Borosil Limited,EQ,22-JUL-2020,1,1,INE02PY01013,1
BORORENEW.NS,BOROSIL RENEWABLES LIMITED,BE,25-MAY-2018,1,1,INE666D01022,1
BOROSCI.NS,Borosil Scientific Limited,EQ,07-JUN-2024,1,1,INE02L001032,1
BOSCHLTD.NS,Bosch Limited,EQ,12-MAY-2003,10,1,INE323A01026,10
BPCL.NS,Bharat Petroleum Corporation Limited,EQ,13-SEP-1995,10,1,INE029A01011,10
BPL.NS,BPL Limited,EQ,14-JUN-1995,10,1,INE110A01019,10
BRIGADE.NS,Brigade Enterprises Limited,EQ,31-DEC-2007,10,1,INE791I01019,10
BRITANNIA.NS,Britannia Industries Limited,EQ,05-NOV-1998,1,1,INE216A01030,1
BRNL.NS,Bharat Road Network Limited,EQ,18-SEP-2017,10,1,INE727S01012,10
BROOKS.NS,Brooks Laboratories Limited,BE,05-SEP-2011,10,1,INE650L01011,10
BSE.NS,BSE Limited,EQ,03-FEB-2017,2,1,INE118H01025,2
BSHSL.NS,Bombay Super Hybrid Seeds Limited,EQ,28-OCT-2020,1,1,INE032Z01020,1
BSL.NS,BSL Limited,EQ,27-JUL-1995,10,1,INE594B01012,10
BSOFT.NS,BIRLASOFT LIMITED,EQ,24-NOV-1999,2,1,INE836A01035,2
BTML.NS,Bodhi Tree Multimedia Limited,EQ,15-FEB-2023,1,1,INE0EEJ01023,1
BURNPUR.NS,Burnpur Cement Limited,EQ,03-JAN-2008,10,1,INE817H01014,10
BUTTERFLY.NS,Butterfly Gandhimathi Appliances Limited,EQ,28-APR-2014,10,1,INE295F01017,10
BVCL.NS,Barak Valley Cements Limited,EQ,23-NOV-2007,10,1,INE139I01011,10
BYKE.NS,The Byke Hospitality Ltd,BE,15-APR-2015,10,1,INE319B01014,10
CALSOFT.NS,California Software Company Limited,EQ,28-JUN-2000,10,1,INE526B01014,10
CAMLINFINE.NS,Camlin Fine Sciences Limited,EQ,20-JAN-2015,1,1,INE052I01032,1
CAMPUS.NS,Campus Activewear Limited,EQ,09-MAY-2022,5,1,INE278Y01022,5
CAMS.NS,Computer Age Management Services Limited,EQ,07-MAY-2021,10,1,INE596I01012,10
CANBK.NS,Canara Bank,EQ,23-DEC-2002,2,1,INE476A01022,2
CANFINHOME.NS,Can Fin Homes Limited,EQ,10-MAY-1995,2,1,INE477A01020,2
CANTABIL.NS,Cantabil Retail India Limited,EQ,12-OCT-2010,2,1,INE068L01024,2
CAPACITE.NS,Capacit'e Infraprojects Limited,EQ,25-SEP-2017,10,1,INE264T01014,10
CAPITALSFB.NS,Capital Small Finance Bank Limited,EQ,14-FEB-2024,10,1,INE646H01017,10
CAPLIPOINT.NS,Caplin Point Laboratories Limited,EQ,23-JUN-2014,2,1,INE475E01026,2
CAPTRUST.NS,Capital Trust Limited,BE,16-JAN-2017,10,1,INE707C01018,10
CARBORUNIV.NS,Carborundum Universal Limited,EQ,03-APR-1996,1,1,INE120A01034,1
CAREERP.NS,Career Point Limited,EQ,06-OCT-2010,10,1,INE521J01018,10
CARERATING.NS,CARE Ratings Limited,EQ,26-DEC-2012,10,1,INE752H01013,10
CARRARO.NS,Carraro India Limited,EQ,30-DEC-2024,10,1,INE0V7W01012,10
CARTRADE.NS,Cartrade Tech Limited,EQ,20-AUG-2021,10,1,INE290S01011,10
CARYSIL.NS,CARYSIL LIMITED,EQ,14-JAN-2021,2,1,INE482D01024,2
CASTROLIND.NS,Castrol India Limited,EQ,14-MAR-2014,5,1,INE172A01027,5
CCCL.NS,Consolidated Construction Consortium Limited,BE,15-OCT-2007,2,1,INE429I01024,2
CCHHL.NS,Country Club Hospitality & Holidays Limited,EQ,03-FEB-2015,2,1,INE652F01027,2
CCL.NS,CCL Products (India) Limited,EQ,07-JUN-2004,2,1,INE421D01022,2
CDSL.NS,Central Depository Services (India) Limited,EQ,30-JUN-2017,10,1,INE736A01011,10
CEATLTD.NS,CEAT Limited,EQ,01-FEB-2008,10,1,INE482A01020,10
CEIGALL.NS,Ceigall India Limited,EQ,08-AUG-2024,5,1,INE0AG901020,5
CELEBRITY.NS,Celebrity Fashions Limited,EQ,12-JAN-2006,10,1,INE185H01016,10
CELLO.NS,Cello World Limited,EQ,06-NOV-2023,5,1,INE0LMW01024,5
CENTENKA.NS,Century Enka Limited,EQ,10-MAY-1995,10,1,INE485A01015,10
CENTEXT.NS,Century Extrusions Limited,EQ,20-JUL-2004,1,1,INE281A01026,1
CENTRALBK.NS,Central Bank of India,EQ,21-AUG-2007,10,1,INE483A01010,10
CENTRUM.NS,Centrum Capital Limited,EQ,04-APR-2018,1,1,INE660C01027,1
CENTUM.NS,Centum Electronics Limited,EQ,05-OCT-2007,10,1,INE320B01020,10
CENTURYPLY.NS,Century Plyboards (India) Limited,EQ,23-MAR-2006,1,1,INE348B01021,1
CERA.NS,Cera Sanitaryware Limited,EQ,02-NOV-2007,5,1,INE739E01017,5
CEREBRAINT.NS,Cerebra Integrated Technologies Limited,BE,26-JUN-2013,10,1,INE345B01019,10
CESC.NS,CESC Limited,EQ,08-FEB-1995,1,1,INE486A01021,1
CEWATER.NS,Concord Enviro Systems Limited,EQ,27-DEC-2024,5,1,INE037Z01029,5
CGCL.NS,Capri Global Capital Limited,EQ,29-OCT-2010,1,1,INE180C01042,1
CGPOWER.NS,CG Power and Industrial Solutions Limited,EQ,01-MAR-1995,2,1,INE067A01029,2
CHALET.NS,Chalet Hotels Limited,EQ,07-FEB-2019,10,1,INE427F01016,10
CHAMBLFERT.NS,Chambal Fertilizers & Chemicals Limited,EQ,14-JUN-1995,10,1,INE085A01013,10
CHEMBOND.NS,Chembond Chemicals Ltd,EQ,20-NOV-2019,5,1,INE995D01025,5
CHEMCON.NS,Chemcon Speciality Chemicals Limited,EQ,01-OCT-2020,10,1,INE03YM01018,10
CHEMFAB.NS,Chemfab Alkalis Limited,EQ,25-APR-2018,10,1,INE783X01023,10
CHEMPLASTS.NS,Chemplast Sanmar Limited,EQ,24-AUG-2021,5,1,INE488A01050,5
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,EQ,07-JUN-2000,10,1,INE178A01016,10
CHEVIOT.NS,Cheviot Company Limited,EQ,20-JUN-2022,10,1,INE974B01016,10
CHOICEIN.NS,Choice International Limited,EQ,08-APR-2022,10,1,INE102B01014,10
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,EQ,15-MAY-1996,2,1,INE121A01024,2
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,EQ,25-SEP-2017,1,1,INE149A01033,1
CIEINDIA.NS,CIE Automotive India Limited,EQ,30-AUG-2007,10,1,INE536H01010,10
CIGNITITEC.NS,Cigniti Technologies Limited,EQ,13-OCT-2014,10,1,INE675C01017,10
CINELINE.NS,Cineline India Limited,BE,13-JUN-2012,5,1,INE704H01022,5
CINEVISTA.NS,Cinevista Limited,EQ,02-MAY-2000,2,1,INE039B01026,2
CIPLA.NS,Cipla Limited,EQ,08-FEB-1995,2,1,INE059A01026,2
CLEAN.NS,Clean Science and Technology Limited,EQ,19-JUL-2021,1,1,INE227W01023,1
CLEDUCATE.NS,CL Educate Limited,EQ,31-MAR-2017,5,1,INE201M01029,5
CLSEL.NS,Chaman Lal Setia Exports Limited,EQ,12-MAY-2021,2,1,INE419D01026,2
CMSINFO.NS,CMS Info Systems Limited,EQ,31-DEC-2021,10,1,INE925R01014,10
COALINDIA.NS,Coal India Limited,EQ,04-NOV-2010,10,1,INE522F01014,10
COASTCORP.NS,Coastal Corporation Limited,EQ,08-OCT-2021,10,1,INE377E01016,10
COCHINSHIP.NS,Cochin Shipyard Limited,EQ,11-AUG-2017,5,1,INE704P01025,5
COFFEEDAY.NS,Coffee Day Enterprises Limited,BE,02-NOV-2015,10,1,INE335K01011,10
COFORGE.NS,Coforge Limited,EQ,30-AUG-2004,10,1,INE591G01017,10
COLPAL.NS,Colgate Palmolive (India) Limited,EQ,17-DEC-2007,1,1,INE259A01022,1
COMPUSOFT.NS,Compucom Software Limited,EQ,02-MAR-2012,2,1,INE453B01029,2
COMSYN.NS,Commercial Syn Bags Limited,BE,23-JAN-2024,10,1,INE073V01015,10
CONCOR.NS,Container Corporation of India Limited,EQ,07-MAY-1997,5,1,INE111A01025,5
CONCORDBIO.NS,Concord Biotech Limited,EQ,18-AUG-2023,1,1,INE338H01029,1
CONFIPET.NS,Confidence Petroleum India Limited,EQ,13-JUN-2019,1,1,INE552D01024,1
CONSOFINVT.NS,Consolidated Finvest & Holdings Limited,EQ,29-MAR-2005,10,1,INE025A01027,10
CONTROLPR.NS,Control Print Limited,EQ,24-JUN-2016,10,1,INE663B01015,10
CORALFINAC.NS,Coral India Finance & Housing Limited,EQ,25-MAR-1996,2,1,INE558D01021,2
CORDSCABLE.NS,Cords Cable Industries Limited,EQ,13-FEB-2008,10,1,INE792I01017,10
COROMANDEL.NS,Coromandel International Limited,EQ,31-MAY-1995,1,1,INE169A01031,1
COSMOFIRST.NS,COSMO FIRST LIMITED,EQ,25-MAY-1995,10,1,INE757A01017,10
COUNCODOS.NS,Country Condo's Limited,EQ,22-JAN-2009,1,1,INE695B01025,1
CRAFTSMAN.NS,Craftsman Automation Limited,EQ,25-MAR-2021,5,1,INE00LO01017,5
CREATIVE.NS,Creative Newtech Limited,EQ,05-AUG-2019,10,1,INE985W01018,10
CREATIVEYE.NS,Creative Eye Limited,BE,20-DEC-2000,5,1,INE230B01021,5
CREDITACC.NS,CREDITACCESS GRAMEEN LIMITED,EQ,23-AUG-2018,10,1,INE741K01010,10
CREST.NS,Crest Ventures Limited,EQ,27-DEC-2006,10,1,INE559D01011,10
CRISIL.NS,CRISIL Limited,EQ,28-JUN-1995,1,1,INE007A01025,1
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,EQ,13-MAY-2016,2,1,INE299U01018,2
CROWN.NS,Crown Lifters Limited,EQ,08-FEB-2022,10,1,INE491V01019,10
CSBBANK.NS,CSB Bank Limited,EQ,04-DEC-2019,10,1,INE679A01013,10
CSLFINANCE.NS,CSL Finance Limited,EQ,21-JUL-2022,10,1,INE718F01018,10
CTE.NS,Cambridge Technology Enterprises Limited,EQ,07-FEB-2007,10,1,INE627H01017,10
CUB.NS,City Union Bank Limited,EQ,25-AUG-1998,1,1,INE491A01021,1
CUBEXTUB.NS,Cubex Tubings Limited,EQ,24-APR-1996,10,1,INE144D01012,10
CUMMINSIND.NS,Cummins India Limited,EQ,29-MAR-1995,2,1,INE298A01020,2
CUPID.NS,Cupid Limited,EQ,16-SEP-2016,1,1,INE509F01029,1
CYBERMEDIA.NS,Cyber Media (India) Limited,EQ,10-JUN-2005,10,1,INE278G01037,10
CYBERTECH.NS,Cybertech Systems And Software Limited,BE,27-JAN-1999,10,1,INE214A01019,10
CYIENT.NS,Cyient Limited,EQ,30-SEP-1998,5,1,INE136B01020,5
CYIENTDLM.NS,Cyient DLM Limited,EQ,10-JUL-2023,10,1,INE055S01018,10
DABUR.NS,Dabur India Limited,EQ,28-APR-1999,1,1,INE016A01026,1
DALBHARAT.NS,Dalmia Bharat Limited,EQ,22-JAN-2019,2,1,INE00R701025,2
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,EQ,17-JAN-1996,2,1,INE495A01022,2
DAMCAPITAL.NS,Dam Capital Advisors Limited,EQ,27-DEC-2024,2,1,INE284H01025,2
DAMODARIND.NS,Damodar Industries Limited,EQ,04-JUL-2016,5,1,INE497D01022,5
DANGEE.NS,Dangee Dums Limited,EQ,13-NOV-2020,1,1,INE688Y01022,1
DATAMATICS.NS,Datamatics Global Services Limited,EQ,07-MAY-2004,5,1,INE365B01017,5
DATAPATTNS.NS,Data Patterns (India) Limited,EQ,24-DEC-2021,2,1,INE0IX101010,2
DAVANGERE.NS,Davangere Sugar Company Limited,EQ,25-JAN-2024,1,1,INE179G01029,1
DBCORP.NS,D.B.Corp Limited,EQ,06-JAN-2010,10,1,INE950I01011,10
DBEIL.NS,Deepak Builders & Engineers India Limited,EQ,28-OCT-2024,10,1,INE0OPA01019,10
DBL.NS,Dilip Buildcon Limited,EQ,11-AUG-2016,10,1,INE917M01012,10
DBOL.NS,Dhampur Bio Organics Limited,EQ,08-SEP-2022,10,1,INE0I3401014,10
DBREALTY.NS,Valor Estate Limited,EQ,24-FEB-2010,10,1,INE879I01012,10
DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,EQ,29-FEB-2012,2,1,INE921B01025,2
DCAL.NS,Dishman Carbogen Amcis Limited,EQ,21-SEP-2017,2,1,INE385W01011,2
DCBBANK.NS,DCB Bank Limited,EQ,27-OCT-2006,10,1,INE503A01015,10
DCI.NS,Dc Infotech And Communication Limited,EQ,19-OCT-2022,10,1,INE0A1101019,10
DCM.NS,DCM  Limited,EQ,29-MAR-1995,10,1,INE498A01018,10
DCMFINSERV.NS,DCM Financial Services Limited,BE,21-MAY-1997,10,1,INE891B01012,10
DCMNVL.NS,DCM Nouvelle Limited,EQ,16-JUL-2019,10,1,INE08KP01019,10
DCMSHRIRAM.NS,DCM Shriram Limited,EQ,12-APR-1995,2,1,INE499A01024,2
DCMSRIND.NS,DCM Shriram Industries Limited,EQ,24-DEC-2021,2,1,INE843D01027,2
DCW.NS,DCW Limited,EQ,25-MAY-1995,2,1,INE500A01029,2
DCXINDIA.NS,DCX Systems Limited,EQ,11-NOV-2022,2,1,INE0KL801015,2
DECCANCE.NS,Deccan Cements Limited,EQ,02-AUG-2007,5,1,INE583C01021,5
DEEDEV.NS,DEE Development Engineers Limited,EQ,26-JUN-2024,10,1,INE841L01016,10
DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,17-JAN-2003,10,1,INE501A01019,10
DEEPAKNTR.NS,Deepak Nitrite Limited,EQ,29-SEP-2010,2,1,INE288B01029,2
DEEPINDS.NS,Deep Industries Limited,EQ,27-APR-2021,5,1,INE0FHS01024,5
DELHIVERY.NS,Delhivery Limited,EQ,24-MAY-2022,1,1,INE148O01028,1
DELPHIFX.NS,DELPHI WORLD MONEY LIMITED,BE,28-JUN-2011,10,1,INE726L01019,10
DELTACORP.NS,Delta Corp Limited,EQ,02-NOV-2007,1,1,INE124G01033,1
DELTAMAGNT.NS,Delta Manufacturing Limited,EQ,18-OCT-1995,10,1,INE393A01011,10
DEN.NS,Den Networks Limited,EQ,24-NOV-2009,10,1,INE947J01015,10
DENORA.NS,De Nora India Limited,EQ,07-AUG-1997,10,1,INE244A01016,10
DEVIT.NS,Dev Information Technology Limited,EQ,15-FEB-2022,5,1,INE060X01026,5
DEVYANI.NS,Devyani International Limited,EQ,16-AUG-2021,1,1,INE872J01023,1
DGCONTENT.NS,Digicontent Limited,BE,18-JUN-2019,2,1,INE03JI01017,2
DHAMPURSUG.NS,Dhampur Sugar Mills Limited,EQ,29-MAR-1995,10,1,INE041A01016,10
DHANBANK.NS,Dhanlaxmi Bank Limited,BE,01-APR-2004,10,1,INE680A01011,10
DHANI.NS,Dhani Services Limited,EQ,02-APR-2008,2,1,INE274G01010,2
DHANUKA.NS,Dhanuka Agritech Limited,EQ,29-JUN-2011,2,1,INE435G01025,2
DHARMAJ.NS,Dharmaj Crop Guard Limited,EQ,08-DEC-2022,10,1,INE00OQ01016,10
DHRUV.NS,Dhruv Consultancy Services Limited,EQ,25-NOV-2021,10,1,INE506Z01015,10
DHUNINV.NS,Dhunseri Investments Limited,EQ,18-MAR-2011,10,1,INE320L01011,10
DIACABS.NS,Diamond Power Infrastructure Limited,BE,15-SEP-2023,1,1,INE989C01038,1
DIAMINESQ.NS,Diamines & Chemicals Limited,EQ,25-SEP-2023,10,1,INE591D01014,10
DIAMONDYD.NS,Prataap Snacks Limited,EQ,05-OCT-2017,5,1,INE393P01035,5
DICIND.NS,DIC India Limited,EQ,30-AUG-1995,10,1,INE303A01010,10
DIFFNKG.NS,Diffusion Engineers Limited,EQ,04-OCT-2024,10,1,INE184O01015,10
DIGIDRIVE.NS,Digidrive Distributors Limited,EQ,10-JAN-2024,10,1,INE0PSC01024,10
DIGISPICE.NS,DiGiSPICE Technologies Limited,EQ,27-MAY-2008,3,1,INE927C01020,3
DIGJAMLMTD.NS,Digjam Limited,BE,18-OCT-2021,10,1,INE731U01028,10
DIL.NS,Debock Industries Limited,BE,31-MAR-2022,10,1,INE411Y01011,10
DISHTV.NS,Dish TV India Limited,EQ,18-APR-2007,1,1,INE836F01026,1
DIVGIITTS.NS,Divgi Torqtransfer Systems Limited,EQ,14-MAR-2023,5,1,INE753U01022,5
DIVISLAB.NS,Divi's Laboratories Limited,EQ,12-MAR-2003,2,1,INE361B01024,2
DIXON.NS,Dixon Technologies (India) Limited,EQ,18-SEP-2017,2,1,INE935N01020,2
DJML.NS,DJ Mediaprint & Logistics Limited,BE,05-DEC-2022,10,1,INE0B1K01014,10
DLF.NS,DLF Limited,EQ,05-JUL-2007,2,1,INE271C01023,2
DLINKINDIA.NS,D-Link (India) Limited,EQ,18-DEC-2009,2,1,INE250K01012,2
DMART.NS,Avenue Supermarts Limited,EQ,21-MAR-2017,10,1,INE192R01011,10
DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED,BE,01-DEC-2021,10,1,INE505A01010,10
DNAMEDIA.NS,Diligent Media Corporation Limited,EQ,11-DEC-2017,1,1,INE016M01021,1
DODLA.NS,Dodla Dairy Limited,EQ,28-JUN-2021,10,1,INE021O01019,10
DOLATALGO.NS,Dolat Algotech Limited,EQ,12-JAN-2024,1,1,INE966A01022,1
DOLLAR.NS,Dollar Industries Limited,EQ,21-APR-2017,2,1,INE325C01035,2
DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,BE,21-AUG-2023,1,1,INE920A01037,1
DOMS.NS,DOMS Industries Limited,EQ,20-DEC-2023,10,1,INE321T01012,10
DONEAR.NS,Donear Industries Limited,EQ,20-DEC-2006,2,1,INE668D01028,2
DPABHUSHAN.NS,D. P. Abhushan Limited,EQ,03-NOV-2020,10,1,INE266Y01019,10
DPSCLTD.NS,DPSC Limited,EQ,21-APR-2008,1,1,INE360C01024,1
DPWIRES.NS,D P Wires Limited,EQ,17-JAN-2020,10,1,INE864X01013,10
DRCSYSTEMS.NS,DRC Systems India Limited,EQ,10-MAR-2021,1,1,INE03RS01027,1
DREAMFOLKS.NS,Dreamfolks Services Limited,EQ,06-SEP-2022,2,1,INE0JS101016,2
DREDGECORP.NS,Dredging Corporation of India Limited,EQ,15-JAN-2004,10,1,INE506A01018,10
DRREDDY.NS,Dr. Reddy's Laboratories Limited,EQ,30-MAY-2003,1,1,INE089A01031,1
DSSL.NS,Dynacons Systems & Solutions Limited,EQ,01-DEC-2011,10,1,INE417B01040,10
DTIL.NS,Dhunseri Tea & Industries Limited,EQ,20-JAN-2015,10,1,INE341R01014,10
DUCON.NS,Ducon Infratechnologies Limited,EQ,09-OCT-2012,1,1,INE741L01018,1
DVL.NS,Dhunseri Ventures Limited,EQ,11-JAN-2008,10,1,INE477B01010,10
DWARKESH.NS,Dwarikesh Sugar Industries Limited,EQ,31-DEC-2004,1,1,INE366A01041,1
DYCL.NS,Dynamic Cables Limited,EQ,27-JUL-2022,10,1,INE600Y01019,10
DYNAMATECH.NS,Dynamatic Technologies Limited,EQ,14-SEP-2006,10,1,INE221B01012,10
DYNPRO.NS,Dynemic Products Limited,EQ,19-JUL-2017,10,1,INE256H01015,10
E2E.NS,E2E Networks Limited,BE,12-APR-2022,10,1,INE255Z01019,10
EASEMYTRIP.NS,Easy Trip Planners Limited,EQ,19-MAR-2021,1,1,INE07O001026,1
ECLERX.NS,eClerx Services Limited,EQ,31-DEC-2007,10,1,INE738I01010,10
ECOSMOBLTY.NS,Ecos (India) Mobility & Hospitality Limited,EQ,04-SEP-2024,2,1,INE06HJ01020,2
EDELWEISS.NS,Edelweiss Financial Services Limited,EQ,12-DEC-2007,1,1,INE532F01054,1
EICHERMOT.NS,Eicher Motors Limited,EQ,07-SEP-2004,1,1,INE066A01021,1
EIDPARRY.NS,EID Parry India Limited,EQ,10-MAY-1995,1,1,INE126A01031,1
EIEL.NS,Enviro Infra Engineers Limited,EQ,29-NOV-2024,10,1,INE0LLY01014,10
EIFFL.NS,Euro India Fresh Foods Limited,EQ,12-OCT-2021,10,1,INE546V01010,10
EIHAHOTELS.NS,EIH Associated Hotels Limited,EQ,08-APR-2008,10,1,INE276C01014,10
EIHOTEL.NS,EIH Limited,EQ,08-FEB-1995,2,1,INE230A01023,2
EIMCOELECO.NS,Eimco Elecon (India) Limited,EQ,17-APR-1996,10,1,INE158B01016,10
EKC.NS,Everest Kanto Cylinder Limited,EQ,15-DEC-2005,2,1,INE184H01027,2
ELDEHSG.NS,Eldeco Housing And Industries Limited,EQ,12-APR-2022,2,1,INE668G01021,2
ELECON.NS,Elecon Engineering Company Limited,EQ,29-SEP-2006,1,1,INE205B01031,1
ELECTCAST.NS,Electrosteel Castings Limited,EQ,20-JUN-2003,1,1,INE086A01029,1
ELECTHERM.NS,Electrotherm (India) Limited,BE,20-AUG-2007,10,1,INE822G01016,10
ELGIEQUIP.NS,Elgi Equipments Limited,EQ,22-NOV-1995,1,1,INE285A01027,1
ELGIRUBCO.NS,Elgi Rubber Company Limited,BE,10-AUG-2011,1,1,INE819L01012,1
ELIN.NS,Elin Electronics Limited,EQ,30-DEC-2022,5,1,INE050401020,5
EMAMILTD.NS,Emami Limited,EQ,03-AUG-2006,1,1,INE548C01032,1
EMAMIPAP.NS,Emami Paper Mills Limited,EQ,30-MAY-2019,2,1,INE830C01026,2
EMBDL.NS,Equinox India Developments Limited,EQ,23-MAR-2007,2,1,INE069I01010,2
EMCURE.NS,Emcure Pharmaceuticals Limited,EQ,10-JUL-2024,10,1,INE168P01015,10
EMIL.NS,Electronics Mart India Limited,EQ,17-OCT-2022,10,1,INE02YR01019,10
EMKAY.NS,Emkay Global Financial Services Limited,BE,28-APR-2006,10,1,INE296H01011,10
EMMBI.NS,Emmbi Industries Limited,EQ,24-FEB-2010,10,1,INE753K01015,10
EMSLIMITED.NS,EMS Limited,EQ,21-SEP-2023,10,1,INE0OV601013,10
EMUDHRA.NS,eMudhra Limited,EQ,01-JUN-2022,5,1,INE01QM01018,5
ENDURANCE.NS,Endurance Technologies Limited,EQ,19-OCT-2016,10,1,INE913H01037,10
ENERGYDEV.NS,Energy Development Company Limited,BE,02-NOV-2007,10,1,INE306C01019,10
ENGINERSIN.NS,Engineers India Limited,EQ,20-AUG-1997,5,1,INE510A01028,5
ENIL.NS,Entertainment Network (India) Limited,EQ,15-FEB-2006,10,1,INE265F01028,10
ENTERO.NS,Entero Healthcare Solutions Limited,EQ,16-FEB-2024,10,1,INE010601016,10
EPACK.NS,EPACK Durable Limited,EQ,30-JAN-2024,10,1,INE0G5901015,10
EPIGRAL.NS,Epigral Limited,EQ,18-AUG-2021,10,1,INE071N01016,10
EPL.NS,EPL Limited,EQ,11-FEB-2002,2,1,INE255A01020,2
EQUIPPP.NS,Equippp Social Impact Technologies Limited,BE,19-MAY-2021,1,1,INE217G01035,1
EQUITASBNK.NS,Equitas Small Finance Bank Limited,EQ,02-NOV-2020,10,1,INE063P01018,10
ERIS.NS,Eris Lifesciences Limited,EQ,29-JUN-2017,1,1,INE406M01024,1
ESABINDIA.NS,Esab India Limited,EQ,01-NOV-1995,10,1,INE284A01012,10
ESAFSFB.NS,ESAF Small Finance Bank Limited,EQ,10-NOV-2023,10,1,INE818W01011,10
ESCORTS.NS,Escorts Kubota Limited,EQ,01-MAR-1995,10,1,INE042A01014,10
ESSARSHPNG.NS,Essar Shipping Limited,BE,15-NOV-2011,10,1,INE122M01019,10
ESSENTIA.NS,Integra Essentia Limited,BE,20-AUG-2013,1,1,INE418N01035,1
ESTER.NS,Ester Industries Limited,EQ,20-JUN-2011,5,1,INE778B01029,5
ETHOSLTD.NS,Ethos Limited,EQ,30-MAY-2022,10,1,INE04TZ01018,10
EUREKAFORB.NS,Eureka Forbes Limited,EQ,11-SEP-2024,10,1,INE0KCE01017,10
EUROTEXIND.NS,Eurotex Industries and Exports Limited,BE,31-JAN-1996,10,1,INE022C01012,10
EVEREADY.NS,Eveready Industries India Limited,EQ,27-APR-2005,5,1,INE128A01029,5
EVERESTIND.NS,Everest Industries Limited,EQ,29-MAR-1995,10,1,INE295A01018,10
EXCEL.NS,Excel Realty N Infra Limited,BE,03-AUG-2009,1,1,INE688J01023,1
EXCELINDUS.NS,Excel Industries Limited,EQ,16-JUN-2004,5,1,INE369A01029,5
EXICOM.NS,Exicom Tele-Systems Limited,EQ,05-MAR-2024,10,1,INE777F01014,10
EXIDEIND.NS,Exide Industries Limited,EQ,17-JUN-2003,1,1,INE302A01020,1
EXPLEOSOL.NS,Expleo Solutions Limited,EQ,26-OCT-2009,10,1,INE201K01015,10
EXXARO.NS,Exxaro Tiles Limited,EQ,16-AUG-2021,1,1,INE0GFE01026,1
FACT.NS,Fertilizers and Chemicals Travancore Limited,EQ,12-APR-1995,10,1,INE188A01015,10
FAIRCHEMOR.NS,Fairchem Organics Limited,EQ,24-DEC-2020,10,1,INE0DNW01011,10
FAZE3Q.NS,Faze Three Limited,EQ,18-NOV-2022,10,1,INE963C01033,10
FCL.NS,Fineotex Chemical Limited,EQ,15-JAN-2015,2,1,INE045J01026,2
FCSSOFT.NS,FCS Software Solutions Limited,EQ,21-SEP-2005,1,1,INE512B01022,1
FDC.NS,FDC Limited,EQ,07-AUG-1997,1,1,INE258B01022,1
FEDERALBNK.NS,The Federal Bank  Limited,EQ,08-FEB-1995,2,1,INE171A01029,2
FEDFINA.NS,Fedbank Financial Services Limited,EQ,30-NOV-2023,10,1,INE007N01010,10
FEL.NS,Future Enterprises Limited,BZ,05-NOV-2001,2,1,INE623B01027,2
FELDVR.NS,Future Enterprises Limited,BE,13-FEB-2009,2,1,IN9623B01058,2
FIBERWEB.NS,Fiberweb (India) Limited,EQ,16-FEB-2022,10,1,INE296C01020,10
FIEMIND.NS,Fiem Industries Limited,EQ,19-OCT-2006,10,1,INE737H01014,10
FILATEX.NS,Filatex India Limited,EQ,29-AUG-2011,1,1,INE816B01035,1
FILATFASH.NS,Filatex Fashions Limited,BE,06-MAY-2024,1,1,INE185E01021,1
